Id,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,Duration,Favorite,Unnamed: 11
1263,HM Left Side-Kick,"""Engage your core and lift one leg, keeping it straight, towards a 90-degree angle to the ground. Focus on contracting glutes as you kick, maintaining control throughout the movement.""",Strength,Glutes,Body Only,Intermediate,4.0,Average,10,False,
1264,HM Leg Lifts,"""Lift your right leg off the ground, keeping it straight, and hold for a brief moment. Slowly return to starting position and repeat on the left side.""",Strength,Glutes,Body Only,Intermediate,9.0,Average,15,False,
1265,Walking lunge,"The walking lunge is a lower-body exercise that targets the glutes, quads, and hamstrings while challenging stability and balance. It can be performed for reps, time, or distance in the lower-body portion of any workout.",Strength,Glutes,Body Only,Intermediate,8.0,Average,19,False,
1266,High Plyometric Box Jump,"Stand near a box, explosively jump up and land softly on toes, immediately propelling yourself up onto the box.",Strength,Glutes,Body Only,Intermediate,4.0,Average,12,False,
1267,Barbell hip thrust-,"The barbell hip thrust is a popular exercise that targets the posterior chain, particularly the glutes and hamstrings. It involves fully extending your hips while holding a weighted barbell across the front of the hips. It is a great movement to activate the glutes prior to other lower-body training, but can also be performed in the main part of a workout, or for high reps as a glute burnout.",Strength,Glutes,Body Only,Intermediate,6.0,Average,15,False,
1268,UN Glute Bridge,"Lie on your back with knees bent and feet flat, lift hips towards ceiling, squeezing glutes at top, slowly lowering back down.",Strength,Glutes,Body Only,Intermediate,1.0,Average,12,False,
1269,Holman Donkey Kick,"Start on all fours, lift one leg towards ceiling, keeping knee bent at 90 degrees. Slowly lower and kick back, squeezing glutes before returning to starting position.",Strength,Glutes,Body Only,Intermediate,7.0,Average,11,False,
1270,Holman Hip Raise with Alternating Kick,"Lift hips off ground, alternate kicking legs out to side, keeping core engaged and glutes squeezing. Hold for a brief moment before switching sides.",Strength,Glutes,Body Only,Intermediate,9.0,Average,10,False,
1271,Holman Left Leg Donkey Kick,"Lie on your back, bend left knee 90 degrees, and lift leg towards chest. Engage core and squeeze glutes to extend leg straight up, then lower slowly. Repeat.",Strength,Glutes,Body Only,Intermediate,3.0,Average,19,False,
1272,Holman Diagonal Right Leg Step-Out to Right Knee-Up,"""Start in a standing position, lift right leg diagonally out to the side while keeping it straight. Then, bring it back up to your knee, engaging your glutes as you move.""",Strength,Glutes,Body Only,Intermediate,6.0,Average,2,False,
1273,Holman Right Leg Donkey Kick,"""Lie on back, lift right leg towards ceiling and hold for a brief moment before lowering. Repeat, targeting glutes.""",Strength,Glutes,Body Only,Intermediate,8.0,Average,5,False,
1274,Holman Butt Tap to Jump,"""From a standing position, explosively contract glutes and jump, then immediately tap toes on ground, engaging strength in glutes.""",Strength,Glutes,Body Only,Intermediate,6.0,Average,10,False,
1275,Holman Butt Tap to Jump-Forward-Jump-Back,"Start in a squat position, then tap your butt and explosively jump forward, landing softly on the balls of your feet. Immediately jump back to the starting position, squeezing glutes with each rep.",Strength,Glutes,Body Only,Intermediate,2.0,Average,16,False,
1276,Holman Traveling High Knees to Squat Thrust,"""From a standing position, travel sideways while bringing knees up towards chest and simultaneously dropping into a squat. Quickly stand, then repeat the process.""",Strength,Glutes,Body Only,Intermediate,4.0,Average,5,False,
1277,Holman Butt Kicker to High Knees,"""Start in a plank position, engage glutes and explosively lift right leg towards chest. Quickly switch legs, mimicking high knees. Continue alternating.""",Strength,Glutes,Body Only,Intermediate,10.0,Average,9,False,
1278,Holman Daisy Cutter,"Squat down, placing hands on ground beside you. From this position, explosively drive legs downward, stretching glutes and hamstrings. Quickly return to standing, squeezing glutes at the top.",Strength,Glutes,Body Only,Intermediate,5.0,Average,3,False,
1279,Holman Frogger,"""Start in a plank position, bend one knee towards chest, and extend other leg behind. Alternate legs quickly, engaging glutes and core for strength.""",Strength,Glutes,Body Only,Intermediate,8.0,Average,5,False,
1280,Holman Hip Raise with Chest Press,"""Lie on your back, arms extended overhead, and lift hips towards ceiling while simultaneously pressing chest forward. Slowly return to starting position.""",Strength,Glutes,Body Only,Intermediate,10.0,Average,17,False,
1281,Total Fitness Bear Crawl,"The bear crawl is a popular bodyweight crawling exercise. While it looks simple, the bear crawl is an intense full-body movement that targets the cardiovascular system as well as a wide range of muscle groups, the shoulders, core, and legs in particular. It can be done as a full-body warm-up, in short bursts for power or circuit training, or for longer durations as cardiovascular conditioning.",Strength,Glutes,Body Only,Intermediate,3.0,Average,11,False,
1282,Pigeon stretch,"The pigeon stretch is a lower-body stretch targeting the glutes, hips, and piriformis. It is similar to the pigeon pose from yoga, but is also popular as part of dynamic warm-ups or cool-downs in strength training. It can also be performed anytime to help combat training-related soreness.",Strength,Glutes,Body Only,Intermediate,8.0,Average,11,False,
1283,Levitating side kick-through,"The levitating side kick-through is a full-body movement that starts in a bear crawl position and ends with a leg kicked out to the side. In between reps, you kick into the air in a partial handstand. It is commonly performed for reps or time in bodyweight circuits and animal-style flows, but can also work on its own or as part of a dynamic warm-up or mobility sequence.",Strength,Glutes,Body Only,Intermediate,3.0,Average,18,False,
1284,30 Legs Hip Thrust,"Lying on your back, place your feet flat on the floor. Slowly lift hips towards ceiling, squeezing glutes at top before lowering back down.",Strength,Glutes,Body Only,Intermediate,10.0,Average,18,False,
1285,Dumbbell single-leg hip thrust,"The dumbbell single-leg hip thrust is a single-sided exercise that targets the posterior chain, particularly the glutes and hamstrings. It involves balancing on one foot and fully extending your hips while holding a dumbbell across the front of your hip. It is a great movement to activate the glutes prior to other lower-body training, but can also be performed in the main part of a workout, or for high reps as a glute burnout.",Strength,Glutes,Body Only,Intermediate,9.0,Average,3,False,
1286,Medicine ball duck walk,"The medicine ball duck walk is a dynamic medicine ball movement that challenges both the upper and lower body, while also elevating the heart rate. It's a great movement to include in medicine ball or bodyweight circuit training to increase fatigue and burn serious calories while hammering the muscles of the legs.",Strength,Glutes,Medicine Ball,Intermediate,7.0,Average,0,False,
1287,Exercise ball hip thrust,"The exercise ball hip thrust is a simple yet effective way to work the glutes and hamstrings. Proper form is essential to really feel the burn in the glutes, and the ball can help guide you into the right form better than a bench, which is the usual support for hip thrusts. Unlike the bench version, the ball hip thrust is best performed with body weight or bands as resistance for safety reasons. It can be an excellent component of a warm-up for lower-body training, or a glute activation drill performed anytime.",Strength,Glutes,Exercise Ball,Intermediate,7.8,Average,4,False,
1288,Downward Facing Balance,"""Sit on an exercise ball with feet flat, engage glutes and balance in downward-facing position. Hold steady, squeezing glutes to maintain control.""",Strength,Glutes,Exercise Ball,Beginner,4.0,Average,3,False,
1289,Band Good Morning (Pull Through),"Lie on your back with knees bent and bands attached to legs, slowly lift hips towards ceiling while keeping knees flexed, squeezing hamstrings at top.",Powerlifting,Hamstrings,Bands,Beginner,8.3,Average,6,False,
1290,Standing Hamstring and Calf Stretch,"Stand with feet shoulder-width apart, holding bands in both hands. Bend knees and lean forward, stretching hamstrings and calves; hold for 30 seconds to maintain flexibility.",Stretching,Hamstrings,Bands,Intermediate,6.7,Average,3,False,
1291,Hamstring-SMR,"""Lie on your back, place foam roll under hamstrings, and slowly roll up towards glutes. Focus on releasing tension as you go.""",Stretching,Hamstrings,Foam Roll,Beginner,5.5,Average,18,False,
1292,Barbell Deadlift,"The barbell deadlift is a compound exercise used to develop overall strength and size in the posterior chain. It is a competition lift in the sport of powerlifting, but is also considered a classic benchmark of overall strength. When performed with the hands outside the knees, it is often called a ""conventional"" deadlift. When the feet are wide and the hands are inside the knees, it is a sumo deadlift.",Strength,Hamstrings,Barbell,Intermediate,9.4,Average,3,False,
1293,Clean Deadlift,"""Start by standing over a barbell on the floor, grip it with your hands shoulder-width apart. Hinge at the hips and knees to lift the weight, squeezing hamstrings as you stand up.""",Olympic Weightlifting,Hamstrings,Barbell,Beginner,9.4,Average,6,False,
1294,Sumo deadlift,"The sumo deadlift is a compound movement in which the feet are set in a wide stance with toes pointed out and grip is placed inside of the legs. It is allowed to be performed instead of conventional deadlifts in most powerlifting competitions. The sumo deadlift targets the hamstrings, glutes, and upper back/traps, but also has a greater emphasis on stretching and strengthening the adductor and hip muscles due to the wide stance.",Powerlifting,Hamstrings,Barbell,Beginner,9.3,Average,18,False,
1295,Romanian Deadlift from Deficit,"""Hinge at the hips, keeping back straight, and lower barbell to calves while engaging hamstrings. Pause, then lift to standing position.""",Olympic Weightlifting,Hamstrings,Barbell,Beginner,9.2,Average,20,False,
1296,Power Snatch,"""Holding a barbell with an over-the-shoulder grip, quickly move your hips and lift the weight to hip level, keeping knees bent and hamstrings engaged.""",Olympic Weightlifting,Hamstrings,Barbell,Beginner,9.2,Average,17,False,
